name,url,price,rating,review_count,image
"HP Pavilion 15 12Th Gen Intel Core I5 8Gb Sdram/512Gb Ssd 15.6 Inches Fhd,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Windows 11 Home/Ms Office 2021/Fast Charge/1.75Kg, 15-Eg2009Tu, Silver ",https://www.amazon.in//Pavilion-Micro-Edge-Display-Graphics-15-Eg2009Tu/dp/B09WDHWMQY/ref=sr_1_58?keywords=HP+Laptop&qid=1676017408&sr=8-58,"₹61,990",4.1 out of 5 stars,252,https://m.media-amazon.com/images/I/81A9jE3wMHL._AC_UY218_.jpg
"Acer Aspire 5 Gaming Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G/ Gaming Laptop (15.6 inch, Steel Gray 1.8 Kg ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3ODYzODA5NzMyOTY4MTcxOjE2NzYwMTc0MDg6c3BfbXRmOjIwMDU2NzQyMzc4NDk4OjowOjo&url=%2FAcer-12-Cores-Windows-Graphics-A515-57G%2Fdp%2FB0B45RSRQL%2Fref%3Dsr_1_59_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017408%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹59,490",4.0 out of 5 stars,329,https://m.media-amazon.com/images/I/61gGtqfZFlL._AC_UY218_.jpg
"MSI GF63 Thin, Intel 11th Gen. i7-11800H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/ Windows 11 Home/NVIDIA RTX 3050 4GB GDDR6/Black/1.86Kg), 11UC-866IN ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3ODYzODA5NzMyOTY4MTcxOjE2NzYwMTc0MDg6c3BfbXRmOjIwMTEwNDYyOTY0NTk4OjowOjo&url=%2FMSI-i7-11800H-Gaming-Windows-11UC-866IN%2Fdp%2FB0BGZL34XZ%2Fref%3Dsr_1_60_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017408%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹66,990",3.7 out of 5 stars,11,https://m.media-amazon.com/images/I/71BCum1YVzL._AC_UY218_.jpg
"HP 14s, 11th Gen Intel Core i3, 8GB RAM/512GB SSD 14inch(36.6 cm) FHD,Micro-Edge, IPS Display/Alexa Built-in/Windows 11 Home/Backlit Keyboard/UHD Graphics/Dual Speakers/Ms Office, 14s-Dq2606tu ",https://www.amazon.in//HP-Micro-Edge-Keyboard-Graphics-14s-Dq2606tu/dp/B09V83L8H9/ref=sr_1_61?keywords=HP+Laptop&qid=1676017408&sr=8-61,"₹45,600",4.2 out of 5 stars,385,https://m.media-amazon.com/images/I/81rtAL-vmwL._AC_UY218_.jpg
"HP 14s, Ryzen 7- 5700U 16GB RAM/512GB SSD 14-inches (35.6 cm) FHD, IPS, Micro-Edge Display/AMD Radeon Graphics/Alexa/Win 11/Backlit KB/Dual Speakers/MSO 2021/1.46 Kg, 14s- fy1005AU , Windows 11 Home ",https://www.amazon.in//HP-14-inches-Micro-Edge-14s-fy1005AU/dp/B0B58W9TH1/ref=sr_1_62?keywords=HP+Laptop&qid=1676017408&sr=8-62,"₹55,990",4.0 out of 5 stars,43,https://m.media-amazon.com/images/I/9128rLQ0+DL._AC_UY218_.jpg
HP Victus Gaming Latest AMD Ryzen 7-5800H 16.1 inch(40.9 cm) FHD Gaming Laptop (16GB RAM/ 512GB SSD/4Gb RTX 3050 Graphics/ Flicker Free/144Hz Display/B&O/Backlit Kb/Win 11/MSO/Xbox Pass) 16-e0351ax ,https://www.amazon.in//HP-7-5800H-Processor-Graphics-16-E0351ax/dp/B09LM3RZ1Q/ref=sr_1_63?keywords=HP+Laptop&qid=1676017408&sr=8-63,"₹84,490",4.3 out of 5 stars,253,https://m.media-amazon.com/images/I/81t2f-NtkeL._AC_UY218_.jpg
"HP 15s,12th Gen Intel Core i3-1215U, 15.6 inch(39.6cm) FHD IPS Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Backlit Keyboard/Dual Speakers/MSO) 15s-fq5007TU ",https://www.amazon.in//HP-i3-1215U-Graphics-Keyboard-15s-fq5007TU/dp/B0BP2M7CCS/ref=sr_1_64?keywords=HP+Laptop&qid=1676017408&sr=8-64,"₹44,990",5.0 out of 5 stars,3,https://m.media-amazon.com/images/I/91oF9q-jE5L._AC_UY218_.jpg
Hp Pavilion X360 11Th Gen Intel Core I3 14 Inches Fhd Multitouch 2-in-1 Laptop(8Gb Ram/512Gb Ssd/B&O/Windows 11 Home/Fpr/Backlit Kb/Pen/Alexa/Uhd Graphics/Ms Office/Natural Silver/1.52Kg) 14-Dy0207Tu ,https://www.amazon.in//Pavilion-Multitouch-Windows-Graphics-14-Dy0207Tu/dp/B09VT6BVJF/ref=sr_1_65?keywords=HP+Laptop&qid=1676017408&sr=8-65,"₹54,949",4.5 out of 5 stars,56,https://m.media-amazon.com/images/I/71NYNZlAtmL._AC_UY218_.jpg
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu ",https://www.amazon.in//HP-Pavilion-Anti-Glare-Graphics-14-dv1001TU/dp/B09MH5MLYP/ref=sr_1_66?keywords=HP+Laptop&qid=1676017408&sr=8-66,"₹71,150",4.4 out of 5 stars,"2,301",https://m.media-amazon.com/images/I/81yJqJSeK4L._AC_UY218_.jpg
"HP 245 G8 689T3PA AMD Ryzen 3 3250U (8 GB/512 GB SSD/Windows 11 Home/ AMD Radeon Graphics ) Business Laptop (14 inch, Black, 1.98 kg) ",https://www.amazon.in//HP-689T3PA-Windows-Graphics-Business/dp/B0BRQ2937T/ref=sr_1_67_mod_primary_new?keywords=HP+Laptop&qid=1676017408&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-67,"₹27,999",,,https://m.media-amazon.com/images/I/41773Soe4-L._AC_UY218_.jpg
"Hp Pavilion 15 12Th Gen Intel Core I7 16Gb Sdram/1Tb Ssd 15.6 Inches (39.6Cm) Fhd,IPS/Intel Iris Xe Graphics/B&O/Windows 11 Home/Alexa/Backlit Kb/Fpr/Mso 2021/1.75Kg, 15-Eg2039Tu, Natural Silver ",https://www.amazon.in//Pavilion-Graphics-Windows-Backlit-15-Eg2039Tu/dp/B09Y98RGG2/ref=sr_1_68?keywords=HP+Laptop&qid=1676017408&sr=8-68,"₹89,990",3.7 out of 5 stars,52,https://m.media-amazon.com/images/I/61Lh64FYeQL._AC_UY218_.jpg
Acer Extensa 15 Lightweight Laptop Intel Core i3 11th Gen Processor - (8 GB/ 512 GB SSD/ Windows 11 Home/ 1.7kg/ Black/ Elevated Hinge Design) EX215-54 with 39.6 cm (15.6 inches) FHD Display ,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3ODYzODA5NzMyOTY4MTcxOjE2NzYwMTc0MDg6c3BfYnRmOjIwMDc5MzU2ODE1MTk4OjowOjo&url=%2FAcer-Extensa-Lightweight-Laptop-Processor%2Fdp%2FB0B5ZN13GV%2Fref%3Dsr_1_69_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017408%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹33,990",3.9 out of 5 stars,522,https://m.media-amazon.com/images/I/51g12kaYslL._AC_UY218_.jpg
"Honor MagicBook 14, AMD Ryzen 5 5500U 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Fingerprint Login/Metal Body /Backlit KB/1.38Kg), Gray, NobelM-WDQ9BHNE ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3ODYzODA5NzMyOTY4MTcxOjE2NzYwMTc0MDg6c3BfYnRmOjIwMDc5NTUxMDM4ODk4OjowOjo&url=%2FHonor-MagicBook-Anti-Glare-Fingerprint-NobelM-WDQ9BHNE%2Fdp%2FB0BC9VHH9F%2Fref%3Dsr_1_70_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017408%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹44,990",4.4 out of 5 stars,421,https://m.media-amazon.com/images/I/71tHNTGasKL._AC_UY218_.jpg
"Acer Aspire 5 Gaming Laptop Intel Core i5 12th gen (12-Cores) Processor (16 GB/512 GB SSD/Windows 11 Home/4GB Graphics/NVIDIA GeForce RTX 2050) A515-57G (15.6 inch Full HD Display, Steel Gray, 1.8 Kg) ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MTI4MDE3NzE1MzIxNjQxOjE2NzYwMTc0MTU6c3BfYXRmX25leHQ6MjAxMTA0NjI5NjQ0OTg6OjA6Og&url=%2FAcer-12-Cores-Processor-Graphics-A515-57G%2Fdp%2FB0B5KTSVTG%2Fref%3Dsr_1_65_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017415%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹63,490",4.0 out of 5 stars,329,https://m.media-amazon.com/images/I/61gGtqfZFlL._AC_UY218_.jpg
"ASUS Vivobook 16X (2022), 16.0-inch (40.64 cms) FHD+ 16:10, AMD Ryzen 5 5600H, Thin and Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.80 kg), M1603QA-MB501WS ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MTI4MDE3NzE1MzIxNjQxOjE2NzYwMTc0MTU6c3BfYXRmX25leHQ6MjAxMDk3NzA5NzExOTg6OjA6Og&url=%2FASUS-Vivobook-16-0-inch-40-64-M1603QA-MB501WS%2Fdp%2FB0B8ZT96HS%2Fref%3Dsr_1_66_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017415%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹48,990",4.3 out of 5 stars,13,https://m.media-amazon.com/images/I/81PTe+hHbgL._AC_UY218_.jpg
"HP Pavilion 15 AMD Ryzen 5-5625U 8Gb Ram/512Gb Ssd 15.6 Inches Laptop Fhd IPS Micro-Edge Display/Radeon Graphics/Windows 11 Home/Backlit Kb/Alexa/B&O Audio/Ms Office 2021, 15-Eh2018Au, Natural Silver ",https://www.amazon.in//Pavilion-5-5625U-Micro-Edge-Graphics-15-Eh2018Au/dp/B09V1F51SF/ref=sr_1_67?keywords=HP+Laptop&qid=1676017415&sr=8-67,"₹55,090",4.2 out of 5 stars,73,https://m.media-amazon.com/images/I/81Sq4eJPsKL._AC_UY218_.jpg
"HP 14s-Intel Celeron N4500- 8GB RAM/256GB SSD 14 inch(35.6 cm ) HD, Micro-Edge Display/ UHD Graphics/ Alexa / Dual Speakers/ Fast Charge/ Win 11, 14s- dq3032tu ",https://www.amazon.in//HP-14s-Intel-Micro-Edge-Graphics-Speakers/dp/B09R1LMQ9R/ref=sr_1_68?keywords=HP+Laptop&qid=1676017415&sr=8-68,"₹26,400",3.5 out of 5 stars,42,https://m.media-amazon.com/images/I/819rZe+EVjL._AC_UY218_.jpg
"HP 250 G8 Commercial Laptop (11th Gen Intel Core i3, 8GB RAM, 512GB SSD, Win 10 Professional Edition), 3Y668PA - for Small and Medium Business, Black, 15.6 ",https://www.amazon.in//HP-Commercial-Business-Windows-3Y668PA/dp/B092ZZR8JH/ref=sr_1_69?keywords=HP+Laptop&qid=1676017415&sr=8-69,"₹39,999",3.7 out of 5 stars,11,https://m.media-amazon.com/images/I/41m8RHyc40S._AC_UY218_.jpg
"HP Pavilion x360,12th Gen Intel Core i5-1235U 8GB RAM/512GB SSD 14-inch(35.6 cm) Micro-Edge FHD Multitouch-Enabled Laptop/Intel Iris Xe Graphics/Backlit KB/B&O/Win 11/MSO 2021/1.41 Kg, 14-ek0084TU ",https://www.amazon.in//HP-Pavilion-Micro-Edge-Multitouch-Enabled-14-ek0084TU/dp/B0B58TQVB5/ref=sr_1_70?keywords=HP+Laptop&qid=1676017415&sr=8-70,"₹70,527",3.9 out of 5 stars,61,https://m.media-amazon.com/images/I/81rW+u-yNxL._AC_UY218_.jpg
"HP 247 G8 Business Laptop PC with AMD Ryzen 3 5300U/8 GB DDR4-3200 MHz RAM/512 GB PCIe® NVMe™ SSD /AMD Radeon™ Graphics/35.6 cm (14"" inch)/Windows 11/Black/1 Year Onsite Warranty ",https://www.amazon.in//HP-Business-DDR4-3200-RadeonTM-Graphics/dp/B09NQKJXZ2/ref=sr_1_71?keywords=HP+Laptop&qid=1676017415&sr=8-71,"₹34,999",3.7 out of 5 stars,7,https://m.media-amazon.com/images/I/71KbRWkW3yL._AC_UY218_.jpg
"HP 240 G8 (6B5R4PA) Laptop (Intel Core I3/ 11th Gen/ 8GB RAM/ 512GB SSD/ DOS/ 35.6 cm (14"") Diagonal, HD (1366 x 768), Micro-Edge, Anti-Glare, 250 nits, 45% NTSC/ 1 Year Warranty) Grey ",https://www.amazon.in//HP-Diagonal-Micro-Edge-Anti-Glare-Warranty/dp/B09ZHCR33B/ref=sr_1_72?keywords=HP+Laptop&qid=1676017415&sr=8-72,"₹31,999",2.9 out of 5 stars,11,https://m.media-amazon.com/images/I/71STa1R-KqS._AC_UY218_.jpg
"HP 15s, AMD Ryzen 3 5300U, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB SDRAM/512GB SSD/AMD Radeon Graphics/Win 11/MSO/Dual Speakers) 15s- eq2212AU ",https://www.amazon.in//HP-Anti-Glare-Graphics-15s-eq2212AU/dp/B0BQN2HV46/ref=sr_1_73?keywords=HP+Laptop&qid=1676017415&sr=8-73,"₹38,490",,,https://m.media-amazon.com/images/I/81HFG+HE8BL._AC_UY218_.jpg
"(Renewed) Hp EliteBook 840 G3 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm)/Windows 11/MS Office/Wifi/Bluetooth/Webcam/Integrated Graphics) ",https://www.amazon.in//Hp-EliteBook-Bluetooth-Integrated-Graphics/dp/B0BD7TP2N4/ref=sr_1_74?keywords=HP+Laptop&qid=1676017415&sr=8-74,"₹19,483",3.1 out of 5 stars,20,https://m.media-amazon.com/images/I/61R5EEewAjL._AC_UY218_.jpg
"HP (Renewed) Laptop Probook 640G3 Slim 2KG Intel Core i5 7th Generation -7440HQ Quad Core Processor , 4 GB Ram & 1TB SSD, 15.6 Inches with Numeric Keypad & FHD (1080p) Screen ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MTI4MDE3NzE1MzIxNjQxOjE2NzYwMTc0MTU6c3BfbXRmOjIwMTE4NTE5NTI5Nzk4OjowOjo&url=%2FHP-Renewed-Probook-Generation-Processor%2Fdp%2FB0BTHTXYD9%2Fref%3Dsr_1_75_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017415%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹33,590",,,https://m.media-amazon.com/images/I/61ALJcr3gYL._AC_UY218_.jpg
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/2Yr Warranty/Arctic Grey/1.65Kg), 82KU017KIN ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MTI4MDE3NzE1MzIxNjQxOjE2NzYwMTc0MTU6c3BfbXRmOjIwMDgzNTY2MDgwODk4OjowOjo&url=%2FLenovo-Ideapad-Keyboard-Warranty-82KU017KIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsr_1_76_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017415%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹47,258",4.2 out of 5 stars,"1,311",https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg
"HP 14s, 11th Gen Intel Core i3-1115G4 14 inch(35.6cm) Anti-Glare FHD Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Alexa Built-in/Dual Speakers/MSO) 14s-dy2508TU ",https://www.amazon.in//HP-i3-1115G4-Anti-Glare-Graphics-14s-dy2508TU/dp/B0BP1FBF61/ref=sr_1_77?keywords=HP+Laptop&qid=1676017415&sr=8-77,"₹41,090",3.0 out of 5 stars,2,https://m.media-amazon.com/images/I/81zoyHn5uJL._AC_UY218_.jpg
"HP 14 (2021) 11th Gen Intel Core i3 Laptop with Alexa Built-in, 8GB RAM, 256GB SSD, 14-Inch (35.6 cm) FHD Screen, Windows 10, MS Office, (14s- dy2501tu) ",https://www.amazon.in//HP-Laptop-14-Inch-Windows-dy2501tu/dp/B093VZC5X9/ref=sr_1_78_mod_primary_new?keywords=HP+Laptop&qid=1676017415&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-78,"₹45,000",4.3 out of 5 stars,"1,987",https://m.media-amazon.com/images/I/71bJqS8ZLTL._AC_UY218_.jpg
"HP Chromebook MediaTek Kompanio 500 11.6 inch (29.5 cm) HD, Anti -Glare, Touchscreen Laptop(4 GB LPDDR4/64 GB EMMC Storage/Chrome OS/Dual Speakers/Snow White/1.07 Kg)-11a-na0006MU ",https://www.amazon.in//HP-Chromebook-MediaTek-Touchscreen-11a-na0006MU/dp/B09GKP26SV/ref=sr_1_79?keywords=HP+Laptop&qid=1676017415&sr=8-79,"₹22,499",3.7 out of 5 stars,144,https://m.media-amazon.com/images/I/613Cyi-MMnL._AC_UY218_.jpg
"HP 255 G8 Notebook (AMD Ryzen™ 3 3250U/8GB RAM/512GB SSD/Windows 11 Home /15.6"" Display) 689T4PA ",https://www.amazon.in//HP-Notebook-RyzenTM-Windows-Display/dp/B0B88K9XNJ/ref=sr_1_80?keywords=HP+Laptop&qid=1676017415&sr=8-80,"₹29,120",4.8 out of 5 stars,8,https://m.media-amazon.com/images/I/71R-AObyPFL._AC_UY218_.jpg
"HP 15 11th Gen Intel Core i3 Processor 15.6 inches (39.6cm) FHD Laptop, 8GB/512GB SSD/Windows 10/MS Office/Integrated Graphics (Natural Silver/1.69 Kg), 15s-fr2006TU ",https://www.amazon.in//HP-Processor-39-62cms-Integrated-15s-fr2006TU/dp/B08XNYH4LX/ref=sr_1_81?keywords=HP+Laptop&qid=1676017415&sr=8-81,"₹44,100",4.2 out of 5 stars,"1,664",https://m.media-amazon.com/images/I/71uOkXZyteL._AC_UY218_.jpg
"HP 15 AMD Ryzen 3 3250U 15.6 inches(39.6cm) FHD Thin and Light Laptop (8GB RAM/256GB SSD /Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU ",https://www.amazon.in//HP-inches-Windows-Graphics-15s-gy0501AU/dp/B09FL5CK19/ref=sr_1_82?keywords=HP+Laptop&qid=1676017415&sr=8-82,"₹40,600",4.2 out of 5 stars,575,https://m.media-amazon.com/images/I/81pZfQvoYkL._AC_UY218_.jpg
"HP Pavilion 14 Intel 11Th Gen Core I5 14 Inches (35.6 Cm) Laptop (16Gb Ram/512Gb Ssd, Fhd Micro-Edge Anti-Glare Display/Iris X Graphics/Backlit Kb/B&O Audio/Fpr/Windows 11 Ready/1.41Kg, 14-Dv0054Tu) ",https://www.amazon.in//HP-Pavilion-Graphics-Keyboard-14-dv0054TU/dp/B08WBB369L/ref=sr_1_83?keywords=HP+Laptop&qid=1676017415&sr=8-83,"₹71,400",4.4 out of 5 stars,"2,301",https://m.media-amazon.com/images/I/71hmqIQJFdL._AC_UY218_.jpg
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU) ,https://www.amazon.in//HP-Pavilion-Micro-Edge-Anti-Glare-14-ec0035AU/dp/B09GDR9KK1/ref=sr_1_84_mod_primary_new?keywords=HP+Laptop&qid=1676017415&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-84,"₹56,200",4.1 out of 5 stars,604,https://m.media-amazon.com/images/I/712G0mwN3ZL._AC_UY218_.jpg
"HP Envy 13 X360 AMD Ryzen 5 5600U 13.3 inch(33.8 cm) FHD 1000 Nits Gorilla Glass Touch 2-in-1 Laptop(8GB RAM/512GB SSD/B&O/AMD Radeon Graphics/Win 11/Fast Charge/MSO/Alexa/Pen/FPR/1.32 Kg,13-ay1062AU ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MTI4MDE3NzE1MzIxNjQxOjE2NzYwMTc0MTU6c3BfYnRmOjIwMDgzNDE0OTA3NTk4OjowOjo&url=%2FHP-Gorilla-Laptop-Graphics-13-ay1062AU%2Fdp%2FB0B5DK2LDP%2Fref%3Dsr_1_85_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017415%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹79,990",3.1 out of 5 stars,6,https://m.media-amazon.com/images/I/71Qxu0oPqIL._AC_UY218_.jpg
"HP Pavilion 15 AMD Ryzen 5-5625U, 16GB RAM/512GB SSD 15.6inch(39.6 cm) FHD IPS Micro-Edge Display/Radeon Graphics/Backlit Kb/Windows 11 Home/Alexa/B&O Audio/Office 2021,15-Eh2024au ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo1MTI4MDE3NzE1MzIxNjQxOjE2NzYwMTc0MTU6c3BfYnRmOjIwMTA5NjY1NzAwOTk4OjowOjo&url=%2FHP-Pavilion-15-6inch-Micro-Edge-15-Eh2024au%2Fdp%2FB09V1DZDRN%2Fref%3Dsr_1_86_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017415%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹65,000",4.0 out of 5 stars,69,https://m.media-amazon.com/images/I/81VKTDF2ySL._AC_UY218_.jpg
"Microsoft Surface Book 3 10th Gen Intel Core i7 15 inches Touch-Screen Laptop (32GB Memory, Windows 10 Home, 512GB SSD, Latest Model, Platinum), 2.13kg ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NjYxMzExOTYyMDU1NTU2OjE2NzYwMTc0MjY6c3BfYXRmX25leHQ6MjAwNzQ2Nzk0OTI5OTg6OjA6Og&url=%2FNEW-Microsoft-Surface-Book-Touch-Screen%2Fdp%2FB086QS5D19%2Fref%3Dsr_1_81_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017425%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹2,45,000",4.2 out of 5 stars,230,https://m.media-amazon.com/images/I/717iwhq63EL._AC_UY218_.jpg
"(Renewed) HP Probook x360 11 G2 EE Multi-Touch 2-in-1 Laptop Intel Core i3 - m3-7Y30 7th Generation Dual-Core Processor, Win 10 pro,4 GB Ram & 256 GB SSD, 11.6 Inches (Ultra Slim 1.45KG) ",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NjYxMzExOTYyMDU1NTU2OjE2NzYwMTc0MjY6c3BfYXRmX25leHQ6MjAwODI1MTk4MDIwOTg6OjA6Og&url=%2FRenewed-HP-Probook-Multi-Touch-Laptop%2Fdp%2FB0BH4F7R95%2Fref%3Dsr_1_82_sspa%3Fkeywords%3DHP%2BLaptop%26qid%3D1676017425%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹21,990",3.4 out of 5 stars,5,https://m.media-amazon.com/images/I/41HjNEeVZEL._AC_UY218_.jpg
HP 15 Thin & Light Laptop (Intel i5 12th Gen/8GB RAM & 512GB SSD Storage/Win 11 Home + MS Office) 430 Multi-Device Bluetooth Wireless Mouse with 4 Programmable Buttons/ 800 DPI - 4000 DPI/ ,https://www.amazon.in//HP-Multi-Device-Bluetooth-Wireless-Programmable/dp/B0BFX6LSPS/ref=sr_1_83?keywords=HP+Laptop&qid=1676017425&sr=8-83,"₹60,028",4.1 out of 5 stars,891,https://m.media-amazon.com/images/I/817eKFBIEnL._AC_UY218_.jpg
"HP 14 Ryzen 5 5500U 14-inch(35.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-fq1030AU ",https://www.amazon.in//HP-14-inch-Windows-Natural-14s-fq1030AU/dp/B0928TPR8H/ref=sr_1_84?keywords=HP+Laptop&qid=1676017425&sr=8-84,"₹56,500",4.3 out of 5 stars,872,https://m.media-amazon.com/images/I/712lajO8VaL._AC_UY218_.jpg
"HP 14s, Intel Celeron N4500, 8GB RAM/256GB SSD 14-inches/35.6 cm HD, Micro-Edge Display/Alexa Built-in/Windows 11/Intel UHD Graphics/Dual Speakers/ MSO 2021/1.46 Kg, 14s-dq3037tu ",https://www.amazon.in//HP-14-inches-Micro-Edge-Graphics-14s-dq3037tu/dp/B0B69LVPBT/ref=sr_1_85?keywords=HP+Laptop&qid=1676017425&sr=8-85,"₹25,519",2.6 out of 5 stars,13,https://m.media-amazon.com/images/I/91d75JiCH9L._AC_UY218_.jpg
"HP x2 11 Tablet PC with Detachable Keyboard and Wireless Rechargeable USI Certified Pen, 11-inch (27.9 cm) Qualcomm Snapdragon,8GB LPDDR4x-2133 SDRAM/128 GB eMMC(Chrome OS/B&O Audio/FPR), 11-da0018QU ",https://www.amazon.in//HP-Detachable-Rechargeable-LPDDR4x-2133-11-da0018QU/dp/B09JYLXK5P/ref=sr_1_86?keywords=HP+Laptop&qid=1676017425&sr=8-86,"₹36,499",3.5 out of 5 stars,14,https://m.media-amazon.com/images/I/61llSKVOwdL._AC_UY218_.jpg
HP Envy x360 12th Gen Intel Core i7-13.3 inch(33.8 cm) OLED Multi-Touch Gorilla Glass 2-in-1 Laptop(16GB RAM/512GB SSD/400 nits/Win 11/Intel Iris Xe Graphics/Alexa/B&O/Zenvo Pen/MSO/1.32Kg)13 bf0059TU ,https://www.amazon.in//HP-i7-13-3-Multi-Touch-Graphics-bf0059TU/dp/B0B63ZSYD5/ref=sr_1_87?keywords=HP+Laptop&qid=1676017425&sr=8-87,"₹1,04,990",3.7 out of 5 stars,7,https://m.media-amazon.com/images/I/81W8tfwPyRL._AC_UY218_.jpg
"HP Pavilion Gaming 11th Gen Intel Core i5 15.6""(39cm) FHD Gaming Laptop (8GB RAM/256GB SSD+1TB HDD/144Hz/GTX 1650 4GB Graphics/Windows 10/MS Office/Shadow Black/2.28 Kg), 15-dk2100TX ",https://www.amazon.in//HP-Pavilion-Graphics-Windows-15-dk2100TX/dp/B09BD9B3W9/ref=sr_1_88?keywords=HP+Laptop&qid=1676017425&sr=8-88,"₹63,227",4.1 out of 5 stars,359,https://m.media-amazon.com/images/I/611VHOvjkES._AC_UY218_.jpg
